id,timestamp,attention-class,class-score,model-version,track-title,track-id,artist,text-reading
57,2024-12-22 17:11:18.424004+00,DISTRACTED,0.932118,attention-detection-v4,Everyone Adores You (at least I do),6klFWv2xDGeTDoiKTtx4hg,Matt Maltese,363
58,2024-12-22 17:11:38.895604+00,DISTRACTED,0.784281,attention-detection-v4,Everyone Adores You (at least I do),6klFWv2xDGeTDoiKTtx4hg,Matt Maltese,381
59,2024-12-22 17:11:59.574645+00,DISTRACTED,0.868009,attention-detection-v4,Everyone Adores You (at least I do),6klFWv2xDGeTDoiKTtx4hg,Matt Maltese,476
60,2024-12-22 17:18:26.62422+00,DISTRACTED,0.755834,attention-detection-v4,Witching Hour,1cMVq9Rz37ZD1736pFbdLm,TOPS,582
61,2024-12-22 17:18:52.926588+00,DISTRACTED,0.806448,attention-detection-v4,Witching Hour,1cMVq9Rz37ZD1736pFbdLm,TOPS,600
62,2024-12-22 17:19:16.812115+00,FOCUSED,0.269209,attention-detection-v4,Witching Hour,1cMVq9Rz37ZD1736pFbdLm,TOPS,632
63,2024-12-22 17:19:38.847771+00,DISTRACTED,0.843723,attention-detection-v4,Witching Hour,1cMVq9Rz37ZD1736pFbdLm,TOPS,549
64,2024-12-22 17:20:00.027178+00,DISTRACTED,0.498956,attention-detection-v4,Witching Hour,1cMVq9Rz37ZD1736pFbdLm,TOPS,434
65,2024-12-22 17:20:20.52534+00,DISTRACTED,0.41001,attention-detection-v4,Witching Hour,1cMVq9Rz37ZD1736pFbdLm,TOPS,447
66,2024-12-22 17:20:42.253306+00,DISTRACTED,0.432538,attention-detection-v4,Witching Hour,1cMVq9Rz37ZD1736pFbdLm,TOPS,522
67,2024-12-22 17:21:02.667152+00,DISTRACTED,0.322103,attention-detection-v4,Witching Hour,1cMVq9Rz37ZD1736pFbdLm,TOPS,371
68,2024-12-22 17:21:21.332895+00,DISTRACTED,0.670264,attention-detection-v4,The Hustle,10OsWuM32gBoBRgQu1K2Y6,Kiltro,201
69,2024-12-22 17:21:40.087825+00,DISTRACTED,0.634575,attention-detection-v4,The Hustle,10OsWuM32gBoBRgQu1K2Y6,Kiltro,277
70,2024-12-22 17:22:01.52834+00,DISTRACTED,0.816568,attention-detection-v4,The Hustle,10OsWuM32gBoBRgQu1K2Y6,Kiltro,84
71,2024-12-22 17:22:23.97442+00,DISTRACTED,0.953843,attention-detection-v4,The Hustle,10OsWuM32gBoBRgQu1K2Y6,Kiltro,507
72,2024-12-22 17:22:44.821995+00,DISTRACTED,0.883105,attention-detection-v4,The Hustle,10OsWuM32gBoBRgQu1K2Y6,Kiltro,442
73,2024-12-22 17:23:05.593651+00,DISTRACTED,0.929905,attention-detection-v4,The Hustle,10OsWuM32gBoBRgQu1K2Y6,Kiltro,393
74,2024-12-22 17:23:25.362516+00,DISTRACTED,0.944486,attention-detection-v4,The Hustle,10OsWuM32gBoBRgQu1K2Y6,Kiltro,359
75,2024-12-22 17:23:47.177786+00,DISTRACTED,0.419633,attention-detection-v4,The Hustle,10OsWuM32gBoBRgQu1K2Y6,Kiltro,323
76,2024-12-22 17:24:10.295047+00,FOCUSED,0.816193,attention-detection-v4,The Hustle,10OsWuM32gBoBRgQu1K2Y6,Kiltro,373
77,2024-12-22 17:49:17.56612+00,FOCUSED,0.933641,attention-detection-v4,Baby Don't Believe,5V8dnqWZGWoupijDAvgzb2,Tennis,331
78,2024-12-22 17:49:37.378347+00,FOCUSED,0.947787,attention-detection-v4,Timothy,1frO9VEa4tMHmPsQotkmBA,Tennis,318
79,2024-12-22 17:49:58.598959+00,FOCUSED,0.943466,attention-detection-v4,Timothy,1frO9VEa4tMHmPsQotkmBA,Tennis,58
80,2024-12-22 17:50:19.805658+00,FOCUSED,0.895656,attention-detection-v4,Timothy,1frO9VEa4tMHmPsQotkmBA,Tennis,306
81,2024-12-22 17:50:45.010849+00,FOCUSED,0.924569,attention-detection-v4,Timothy,1frO9VEa4tMHmPsQotkmBA,Tennis,387
82,2024-12-22 17:51:05.293877+00,FOCUSED,0.90862,attention-detection-v4,The Bend,63pCUZDXRI4Tu6zhj8O4e2,King Princess,296
83,2024-12-22 17:51:24.130882+00,FOCUSED,0.842219,attention-detection-v4,The Bend,63pCUZDXRI4Tu6zhj8O4e2,King Princess,282
84,2024-12-22 17:51:44.594753+00,FOCUSED,0.901311,attention-detection-v4,The Bend,63pCUZDXRI4Tu6zhj8O4e2,King Princess,387
85,2024-12-22 17:52:09.021393+00,FOCUSED,0.916148,attention-detection-v4,What Was Mine,5VDUZPWstPQAyJitGzJRfr,Sarah Kinsley,330
86,2024-12-22 17:52:27.697375+00,FOCUSED,0.926784,attention-detection-v4,What Was Mine,5VDUZPWstPQAyJitGzJRfr,Sarah Kinsley,203
87,2024-12-22 17:52:46.588955+00,FOCUSED,0.935768,attention-detection-v4,What Was Mine,5VDUZPWstPQAyJitGzJRfr,Sarah Kinsley,283
88,2024-12-22 17:53:05.74137+00,FOCUSED,0.946387,attention-detection-v4,What Was Mine,5VDUZPWstPQAyJitGzJRfr,Sarah Kinsley,289
89,2024-12-22 17:53:27.655365+00,DISTRACTED,0.30162,attention-detection-v4,What Was Mine,5VDUZPWstPQAyJitGzJRfr,Sarah Kinsley,307
90,2024-12-22 17:53:45.643154+00,FOCUSED,0.931356,attention-detection-v4,What Was Mine,5VDUZPWstPQAyJitGzJRfr,Sarah Kinsley,139
91,2024-12-22 17:54:03.823005+00,FOCUSED,0.871708,attention-detection-v4,What Was Mine,5VDUZPWstPQAyJitGzJRfr,Sarah Kinsley,179
92,2024-12-22 17:54:25.945852+00,FOCUSED,0.951188,attention-detection-v4,What Was Mine,5VDUZPWstPQAyJitGzJRfr,Sarah Kinsley,824
93,2024-12-22 17:55:03.469541+00,DISTRACTED,0.959181,attention-detection-v5,What Was Mine,5VDUZPWstPQAyJitGzJRfr,Sarah Kinsley,363
94,2024-12-22 17:55:22.53155+00,FOCUSED,0.919918,attention-detection-v5,Smile For The Camera,1LmNzbOQTfzP1a5TSFMYbg,Etta Marcus,307
95,2024-12-22 17:55:41.498731+00,DISTRACTED,0.917186,attention-detection-v5,Smile For The Camera,1LmNzbOQTfzP1a5TSFMYbg,Etta Marcus,92
96,2024-12-22 17:56:00.746994+00,DISTRACTED,0.918452,attention-detection-v5,Smile For The Camera,1LmNzbOQTfzP1a5TSFMYbg,Etta Marcus,407
97,2024-12-22 17:56:19.010777+00,DISTRACTED,0.945479,attention-detection-v5,Smile For The Camera,1LmNzbOQTfzP1a5TSFMYbg,Etta Marcus,86
98,2024-12-22 17:56:39.941027+00,DISTRACTED,0.952602,attention-detection-v5,Smile For The Camera,1LmNzbOQTfzP1a5TSFMYbg,Etta Marcus,374
99,2024-12-22 17:57:00.336743+00,FOCUSED,0.936977,attention-detection-v5,Smile For The Camera,1LmNzbOQTfzP1a5TSFMYbg,Etta Marcus,416
100,2024-12-22 17:57:21.708333+00,DISTRACTED,0.962066,attention-detection-v5,Smile For The Camera,1LmNzbOQTfzP1a5TSFMYbg,Etta Marcus,302
101,2024-12-22 17:57:43.791908+00,DISTRACTED,0.956821,attention-detection-v5,Smile For The Camera,1LmNzbOQTfzP1a5TSFMYbg,Etta Marcus,380
102,2024-12-22 17:58:05.320015+00,DISTRACTED,0.955377,attention-detection-v5,Smile For The Camera,1LmNzbOQTfzP1a5TSFMYbg,Etta Marcus,297
103,2024-12-22 17:58:27.052052+00,DISTRACTED,0.951018,attention-detection-v5,Smile For The Camera,1LmNzbOQTfzP1a5TSFMYbg,Etta Marcus,378
104,2024-12-22 17:58:46.271777+00,DISTRACTED,0.950424,attention-detection-v5,Heels To The Moon,4OCrsxQXP6efb7M4413DTn,Gengahr,172
105,2024-12-22 17:59:07.14082+00,DISTRACTED,0.95502,attention-detection-v5,Heels To The Moon,4OCrsxQXP6efb7M4413DTn,Gengahr,322
106,2024-12-22 17:59:27.243512+00,DISTRACTED,0.955712,attention-detection-v5,I Know The End,0pJW1Xw3aY4Eh6k5iuBkfI,Phoebe Bridgers,285
107,2024-12-22 17:59:48.350651+00,FOCUSED,0.4913,attention-detection-v5,I Know The End,0pJW1Xw3aY4Eh6k5iuBkfI,Phoebe Bridgers,433
108,2024-12-22 19:13:12.908344+00,DISTRACTED,0.958505,attention-detection-v5,CooCool,77v3whD60OC0g4RePlHDhT,"Róisín Murphy, DJ Koze",442
109,2024-12-22 19:13:32.060043+00,FOCUSED,0.941714,attention-detection-v5,CooCool,77v3whD60OC0g4RePlHDhT,"Róisín Murphy, DJ Koze",303
110,2024-12-22 19:13:52.107493+00,DISTRACTED,0.864037,attention-detection-v5,CooCool,77v3whD60OC0g4RePlHDhT,"Róisín Murphy, DJ Koze",180
111,2024-12-22 19:14:11.11654+00,FOCUSED,0.958923,attention-detection-v5,CooCool,77v3whD60OC0g4RePlHDhT,"Róisín Murphy, DJ Koze",239
112,2024-12-22 19:14:29.838637+00,FOCUSED,0.908417,attention-detection-v5,CooCool,77v3whD60OC0g4RePlHDhT,"Róisín Murphy, DJ Koze",52
113,2024-12-22 19:14:47.67645+00,FOCUSED,0.33487,attention-detection-v5,CooCool,77v3whD60OC0g4RePlHDhT,"Róisín Murphy, DJ Koze",126
114,2024-12-22 19:15:08.462601+00,DISTRACTED,0.952807,attention-detection-v5,CooCool,77v3whD60OC0g4RePlHDhT,"Róisín Murphy, DJ Koze",369
115,2024-12-22 19:15:27.311668+00,FOCUSED,0.895474,attention-detection-v5,CooCool,77v3whD60OC0g4RePlHDhT,"Róisín Murphy, DJ Koze",225
116,2024-12-22 19:15:45.878163+00,FOCUSED,0.734842,attention-detection-v5,CooCool,77v3whD60OC0g4RePlHDhT,"Róisín Murphy, DJ Koze",224
117,2024-12-22 19:16:10.432865+00,DISTRACTED,0.924558,attention-detection-v5,CooCool,77v3whD60OC0g4RePlHDhT,"Róisín Murphy, DJ Koze",348
118,2024-12-22 19:16:30.433114+00,DISTRACTED,0.963985,attention-detection-v5,Life in a Bubble I Blew - bonus track,2gcqVTesDy08DOB2rV2Odt,Joywave,405
119,2024-12-22 19:16:50.360989+00,DISTRACTED,0.967506,attention-detection-v5,Life in a Bubble I Blew - bonus track,2gcqVTesDy08DOB2rV2Odt,Joywave,270
120,2024-12-22 19:17:10.48942+00,DISTRACTED,0.967271,attention-detection-v5,Life in a Bubble I Blew - bonus track,2gcqVTesDy08DOB2rV2Odt,Joywave,373
121,2024-12-22 19:17:30.856916+00,DISTRACTED,0.956694,attention-detection-v5,Life in a Bubble I Blew - bonus track,2gcqVTesDy08DOB2rV2Odt,Joywave,400
122,2024-12-22 19:17:54.432989+00,FOCUSED,0.871829,attention-detection-v5,Life in a Bubble I Blew - bonus track,2gcqVTesDy08DOB2rV2Odt,Joywave,408
123,2024-12-22 19:18:14.413164+00,DISTRACTED,0.934649,attention-detection-v5,Life in a Bubble I Blew - bonus track,2gcqVTesDy08DOB2rV2Odt,Joywave,361
124,2024-12-22 19:18:32.243239+00,DISTRACTED,0.959169,attention-detection-v5,Life in a Bubble I Blew - bonus track,2gcqVTesDy08DOB2rV2Odt,Joywave,82
125,2024-12-22 19:18:50.767123+00,DISTRACTED,0.947784,attention-detection-v5,Life in a Bubble I Blew - bonus track,2gcqVTesDy08DOB2rV2Odt,Joywave,309
126,2024-12-22 19:19:16.988223+00,DISTRACTED,0.957932,attention-detection-v5,Life in a Bubble I Blew - bonus track,2gcqVTesDy08DOB2rV2Odt,Joywave,416
127,2024-12-22 19:19:36.030357+00,DISTRACTED,0.857762,attention-detection-v5,Life in a Bubble I Blew - bonus track,2gcqVTesDy08DOB2rV2Odt,Joywave,356
128,2024-12-22 19:19:54.931811+00,DISTRACTED,0.277354,attention-detection-v5,Life in a Bubble I Blew - bonus track,2gcqVTesDy08DOB2rV2Odt,Joywave,357
129,2024-12-22 19:20:13.352207+00,DISTRACTED,0.878915,attention-detection-v5,This Is What They Meant,7wY9u68tXVIdxqI5XOwKNw,Biig Piig,232
130,2024-12-22 19:20:34.350401+00,FOCUSED,0.481193,attention-detection-v5,This Is What They Meant,7wY9u68tXVIdxqI5XOwKNw,Biig Piig,424
131,2024-12-22 19:20:52.907523+00,DISTRACTED,0.956335,attention-detection-v5,This Is What They Meant,7wY9u68tXVIdxqI5XOwKNw,Biig Piig,259
132,2024-12-22 19:21:11.918927+00,DISTRACTED,0.935236,attention-detection-v5,This Is What They Meant,7wY9u68tXVIdxqI5XOwKNw,Biig Piig,208
133,2024-12-22 19:21:31.004682+00,FOCUSED,0.429342,attention-detection-v5,This Is What They Meant,7wY9u68tXVIdxqI5XOwKNw,Biig Piig,191
134,2024-12-22 19:21:51.852504+00,DISTRACTED,0.96582,attention-detection-v5,This Is What They Meant,7wY9u68tXVIdxqI5XOwKNw,Biig Piig,437
135,2024-12-22 19:22:09.63895+00,DISTRACTED,0.950552,attention-detection-v5,This Is What They Meant,7wY9u68tXVIdxqI5XOwKNw,Biig Piig,112
136,2024-12-22 19:22:28.346076+00,DISTRACTED,0.908034,attention-detection-v5,This Is What They Meant,7wY9u68tXVIdxqI5XOwKNw,Biig Piig,274
137,2024-12-22 19:22:49.219839+00,DISTRACTED,0.956745,attention-detection-v5,This Is What They Meant,7wY9u68tXVIdxqI5XOwKNw,Biig Piig,449
138,2024-12-22 19:23:07.04025+00,FOCUSED,0.288105,attention-detection-v5,Independent,16SZlXoSajCVw0khCrVclN,Salt-N-Pepa,77
139,2024-12-22 19:23:27.986081+00,DISTRACTED,0.956332,attention-detection-v5,Independent,16SZlXoSajCVw0khCrVclN,Salt-N-Pepa,441
140,2024-12-22 19:23:45.947115+00,DISTRACTED,0.959518,attention-detection-v5,Independent,16SZlXoSajCVw0khCrVclN,Salt-N-Pepa,127
141,2024-12-22 19:24:04.835542+00,FOCUSED,0.910002,attention-detection-v5,Independent,16SZlXoSajCVw0khCrVclN,Salt-N-Pepa,276
142,2024-12-22 19:24:23.324107+00,DISTRACTED,0.919073,attention-detection-v5,Independent,16SZlXoSajCVw0khCrVclN,Salt-N-Pepa,211
143,2024-12-22 19:24:41.863674+00,DISTRACTED,0.912043,attention-detection-v5,Independent,16SZlXoSajCVw0khCrVclN,Salt-N-Pepa,164
144,2024-12-22 19:25:02.882409+00,DISTRACTED,0.868625,attention-detection-v5,Independent,16SZlXoSajCVw0khCrVclN,Salt-N-Pepa,329
145,2024-12-22 19:25:23.866822+00,FOCUSED,0.50839,attention-detection-v5,Independent,16SZlXoSajCVw0khCrVclN,Salt-N-Pepa,390
146,2024-12-22 19:25:45.112992+00,DISTRACTED,0.961579,attention-detection-v5,Independent,16SZlXoSajCVw0khCrVclN,Salt-N-Pepa,404
147,2024-12-22 19:26:03.108727+00,DISTRACTED,0.948668,attention-detection-v5,Independent,16SZlXoSajCVw0khCrVclN,Salt-N-Pepa,80
148,2024-12-22 19:26:21.080556+00,FOCUSED,0.780437,attention-detection-v5,Independent,16SZlXoSajCVw0khCrVclN,Salt-N-Pepa,77
149,2024-12-22 19:26:39.849755+00,DISTRACTED,0.800561,attention-detection-v5,Independent,16SZlXoSajCVw0khCrVclN,Salt-N-Pepa,252
150,2024-12-22 19:27:05.668457+00,DISTRACTED,0.405442,attention-detection-v5,Independent,16SZlXoSajCVw0khCrVclN,Salt-N-Pepa,484
151,2024-12-22 19:27:24.444914+00,DISTRACTED,0.918694,attention-detection-v5,Independent,16SZlXoSajCVw0khCrVclN,Salt-N-Pepa,241
152,2024-12-22 19:27:45.240092+00,DISTRACTED,0.559917,attention-detection-v5,Elephant in the Room,5RUtFf3sz3gTRr8TGDRbHg,Kynsy,331
153,2024-12-22 19:36:02.243613+00,DISTRACTED,0.951506,attention-detection-v5,Bad Habit,5CM4UuQ9Gnd6K2YyKGPMoK,Steve Lacy,425
154,2024-12-22 19:36:25.230938+00,FOCUSED,0.93201,attention-detection-v5,Bad Habit,5CM4UuQ9Gnd6K2YyKGPMoK,Steve Lacy,490
155,2024-12-22 19:36:51.696901+00,DISTRACTED,0.953704,attention-detection-v5,Bad Habit,5CM4UuQ9Gnd6K2YyKGPMoK,Steve Lacy,457
156,2024-12-22 19:37:11.968831+00,FOCUSED,0.942176,attention-detection-v5,Bad Habit,5CM4UuQ9Gnd6K2YyKGPMoK,Steve Lacy,352
157,2024-12-22 19:37:32.662884+00,DISTRACTED,0.662435,attention-detection-v5,Bad Habit,5CM4UuQ9Gnd6K2YyKGPMoK,Steve Lacy,347
158,2024-12-22 19:37:52.471644+00,FOCUSED,0.904628,attention-detection-v5,Bad Habit,5CM4UuQ9Gnd6K2YyKGPMoK,Steve Lacy,305
159,2024-12-22 19:38:12.308266+00,FOCUSED,0.865674,attention-detection-v5,Bad Habit,5CM4UuQ9Gnd6K2YyKGPMoK,Steve Lacy,315
160,2024-12-22 19:38:32.251055+00,DISTRACTED,0.95433,attention-detection-v5,Bad Habit,5CM4UuQ9Gnd6K2YyKGPMoK,Steve Lacy,317
161,2024-12-22 19:38:52.30665+00,DISTRACTED,0.961924,attention-detection-v5,Bad Habit,5CM4UuQ9Gnd6K2YyKGPMoK,Steve Lacy,328
162,2024-12-22 19:39:14.173212+00,DISTRACTED,0.965128,attention-detection-v5,Bad Habit,5CM4UuQ9Gnd6K2YyKGPMoK,Steve Lacy,341
163,2024-12-22 19:39:34.505032+00,DISTRACTED,0.958496,attention-detection-v5,Bad Habit,5CM4UuQ9Gnd6K2YyKGPMoK,Steve Lacy,330
164,2024-12-22 19:39:56.776705+00,DISTRACTED,0.678286,attention-detection-v5,Always,77eb7DGxwuA3ID69HQeDsE,The Snuts,369
165,2024-12-22 19:40:18.02475+00,DISTRACTED,0.839735,attention-detection-v5,Always,77eb7DGxwuA3ID69HQeDsE,The Snuts,380
166,2024-12-22 19:40:39.81616+00,DISTRACTED,0.890514,attention-detection-v5,Always,77eb7DGxwuA3ID69HQeDsE,The Snuts,383
167,2024-12-22 19:41:11.464643+00,DISTRACTED,0.858946,attention-detection-v5,Always,77eb7DGxwuA3ID69HQeDsE,The Snuts,369
168,2024-12-22 19:41:39.719397+00,FOCUSED,0.893029,attention-detection-v5,Always,77eb7DGxwuA3ID69HQeDsE,The Snuts,456
169,2024-12-22 19:42:01.487418+00,FOCUSED,0.796413,attention-detection-v5,Always,77eb7DGxwuA3ID69HQeDsE,The Snuts,362
170,2024-12-22 19:42:21.594568+00,DISTRACTED,0.914462,attention-detection-v5,Always,77eb7DGxwuA3ID69HQeDsE,The Snuts,327
171,2024-12-22 19:42:42.078788+00,DISTRACTED,0.968777,attention-detection-v5,Always,77eb7DGxwuA3ID69HQeDsE,The Snuts,377
